Feature ,Leaf id,Y = 0,Y = 1,Y = 2,Y = 3,Y = 4,Y = 5,Y = 6,Y = 7,Y = 8,Y = 9,Y = 10,Y = 11,Y = 12,Y = 13,Y = 14,Y = 15,Y = 16,Y = 17,Y = 18,Y = 19,Y = 20,Y = 21,Y = 22,Y = 23,Y = 24,Y = 25, Preferred Class, P(Y) = 0,P(Y) = 1,P(Y) = 2,P(Y) = 3,P(Y) = 4,P(Y) = 5,P(Y) = 6,P(Y) = 7,P(Y) = 8,P(Y) = 9,P(Y) = 10,P(Y) = 11,P(Y) = 12,P(Y) = 13,P(Y) = 14,P(Y) = 15,P(Y) = 16,P(Y) = 17,P(Y) = 18,P(Y) = 19,P(Y) = 20,P(Y) = 21,P(Y) = 22,P(Y) = 23,P(Y) = 24,P(Y) = 25,
37,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,2,748.0,464.0,247.0,420.0,559.0,738.0,269.0,390.0,744.0,592.0,577.0,637.0,399.0,451.0,89.0,465.0,275.0,456.0,526.0,755.0,380.0,728.0,695.0,782.0,723.0,695.0,23,0.054,0.034,0.018,0.03,0.04,0.053,0.019,0.028,0.054,0.043,0.042,0.046,0.029,0.033,0.006,0.034,0.02,0.033,0.038,0.055,0.028,0.053,0.05,0.057,0.052,0.05,
38,3,33.0,208.0,489.0,384.0,203.0,33.0,493.0,342.0,10.0,155.0,162.0,123.0,386.0,332.0,664.0,338.0,504.0,302.0,63.0,37.0,433.0,36.0,53.0,5.0,51.0,28.0,14,0.006,0.035,0.083,0.065,0.035,0.006,0.084,0.058,0.002,0.026,0.028,0.021,0.066,0.057,0.113,0.058,0.086,0.051,0.011,0.006,0.074,0.006,0.009,0.001,0.009,0.005,
38,4,8.0,94.0,0.0,1.0,6.0,4.0,11.0,2.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,4.0,0.0,159.0,4.0,0.0,0.0,4.0,0.0,12.0,11.0,18,0.024,0.286,0.0,0.003,0.018,0.012,0.033,0.006,0.003,0.0,0.0,0.003,0.021,0.0,0.0,0.0,0.012,0.0,0.483,0.012,0.0,0.0,0.012,0.0,0.036,0.033,
38,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,2,748.0,464.0,247.0,420.0,559.0,738.0,269.0,390.0,744.0,592.0,577.0,637.0,399.0,451.0,89.0,465.0,275.0,456.0,526.0,755.0,380.0,728.0,695.0,782.0,723.0,695.0,23,0.054,0.034,0.018,0.03,0.04,0.053,0.019,0.028,0.054,0.043,0.042,0.046,0.029,0.033,0.006,0.034,0.02,0.033,0.038,0.055,0.028,0.053,0.05,0.057,0.052,0.05,
39,3,29.0,294.0,473.0,367.0,201.0,29.0,469.0,321.0,11.0,148.0,160.0,119.0,349.0,310.0,642.0,293.0,488.0,285.0,222.0,31.0,383.0,27.0,33.0,5.0,45.0,36.0,14,0.005,0.051,0.082,0.064,0.035,0.005,0.081,0.056,0.002,0.026,0.028,0.021,0.06,0.054,0.111,0.051,0.085,0.049,0.038,0.005,0.066,0.005,0.006,0.001,0.008,0.006,
39,4,12.0,8.0,16.0,18.0,8.0,8.0,35.0,23.0,0.0,7.0,2.0,5.0,44.0,22.0,22.0,45.0,20.0,17.0,0.0,10.0,50.0,9.0,24.0,0.0,18.0,3.0,20,0.028,0.019,0.038,0.042,0.019,0.019,0.082,0.054,0.0,0.016,0.005,0.012,0.103,0.052,0.052,0.106,0.047,0.04,0.0,0.023,0.117,0.021,0.056,0.0,0.042,0.007,
39,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,2,748.0,464.0,247.0,420.0,559.0,738.0,269.0,390.0,744.0,592.0,577.0,637.0,399.0,451.0,89.0,465.0,275.0,456.0,526.0,755.0,380.0,728.0,695.0,782.0,723.0,695.0,23,0.054,0.034,0.018,0.03,0.04,0.053,0.019,0.028,0.054,0.043,0.042,0.046,0.029,0.033,0.006,0.034,0.02,0.033,0.038,0.055,0.028,0.053,0.05,0.057,0.052,0.05,
40,3,25.0,279.0,406.0,357.0,197.0,28.0,417.0,317.0,3.0,147.0,156.0,117.0,336.0,298.0,558.0,257.0,450.0,272.0,222.0,30.0,356.0,6.0,36.0,5.0,38.0,35.0,14,0.005,0.052,0.076,0.067,0.037,0.005,0.078,0.059,0.001,0.027,0.029,0.022,0.063,0.056,0.104,0.048,0.084,0.051,0.042,0.006,0.067,0.001,0.007,0.001,0.007,0.007,
40,4,16.0,23.0,83.0,28.0,12.0,9.0,87.0,27.0,8.0,8.0,6.0,7.0,57.0,34.0,106.0,81.0,58.0,30.0,0.0,11.0,77.0,30.0,21.0,0.0,25.0,4.0,14,0.019,0.027,0.098,0.033,0.014,0.011,0.103,0.032,0.009,0.009,0.007,0.008,0.067,0.04,0.125,0.096,0.068,0.035,0.0,0.013,0.091,0.035,0.025,0.0,0.029,0.005,
40,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,2,748.0,464.0,247.0,420.0,559.0,738.0,269.0,390.0,744.0,592.0,577.0,637.0,399.0,451.0,89.0,465.0,275.0,456.0,526.0,755.0,380.0,728.0,695.0,782.0,723.0,695.0,23,0.054,0.034,0.018,0.03,0.04,0.053,0.019,0.028,0.054,0.043,0.042,0.046,0.029,0.033,0.006,0.034,0.02,0.033,0.038,0.055,0.028,0.053,0.05,0.057,0.052,0.05,
41,3,33.0,268.0,429.0,342.0,189.0,33.0,446.0,312.0,2.0,151.0,143.0,114.0,353.0,297.0,584.0,277.0,504.0,268.0,200.0,36.0,400.0,16.0,49.0,5.0,58.0,34.0,14,0.006,0.048,0.077,0.062,0.034,0.006,0.08,0.056,0.0,0.027,0.026,0.021,0.064,0.054,0.105,0.05,0.091,0.048,0.036,0.006,0.072,0.003,0.009,0.001,0.01,0.006,
41,4,8.0,34.0,60.0,43.0,20.0,4.0,58.0,32.0,9.0,4.0,19.0,10.0,40.0,35.0,80.0,61.0,4.0,34.0,22.0,5.0,33.0,20.0,8.0,0.0,5.0,5.0,14,0.012,0.052,0.092,0.066,0.031,0.006,0.089,0.049,0.014,0.006,0.029,0.015,0.061,0.054,0.123,0.093,0.006,0.052,0.034,0.008,0.051,0.031,0.012,0.0,0.008,0.008,
41,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,2,748.0,464.0,247.0,420.0,559.0,738.0,269.0,390.0,744.0,592.0,577.0,637.0,399.0,451.0,89.0,465.0,275.0,456.0,526.0,755.0,380.0,728.0,695.0,782.0,723.0,695.0,23,0.054,0.034,0.018,0.03,0.04,0.053,0.019,0.028,0.054,0.043,0.042,0.046,0.029,0.033,0.006,0.034,0.02,0.033,0.038,0.055,0.028,0.053,0.05,0.057,0.052,0.05,
42,3,1.0,134.0,422.0,195.0,144.0,18.0,181.0,29.0,0.0,0.0,161.0,119.0,19.0,31.0,55.0,274.0,0.0,226.0,1.0,29.0,138.0,7.0,7.0,0.0,4.0,8.0,2,0.0,0.061,0.192,0.089,0.065,0.008,0.082,0.013,0.0,0.0,0.073,0.054,0.009,0.014,0.025,0.124,0.0,0.103,0.0,0.013,0.063,0.003,0.003,0.0,0.002,0.004,
42,4,40.0,168.0,67.0,190.0,65.0,19.0,323.0,315.0,11.0,155.0,1.0,5.0,374.0,301.0,609.0,64.0,508.0,76.0,221.0,12.0,295.0,29.0,50.0,5.0,59.0,31.0,14,0.01,0.042,0.017,0.048,0.016,0.005,0.081,0.079,0.003,0.039,0.0,0.001,0.094,0.075,0.153,0.016,0.127,0.019,0.055,0.003,0.074,0.007,0.013,0.001,0.015,0.008,
42,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,2,748.0,464.0,247.0,420.0,559.0,738.0,269.0,390.0,744.0,592.0,577.0,637.0,399.0,451.0,89.0,465.0,275.0,456.0,526.0,755.0,380.0,728.0,695.0,782.0,723.0,695.0,23,0.054,0.034,0.018,0.03,0.04,0.053,0.019,0.028,0.054,0.043,0.042,0.046,0.029,0.033,0.006,0.034,0.02,0.033,0.038,0.055,0.028,0.053,0.05,0.057,0.052,0.05,
43,3,9.0,87.0,205.0,108.0,188.0,35.0,280.0,116.0,11.0,44.0,21.0,89.0,159.0,87.0,122.0,107.0,182.0,55.0,111.0,5.0,148.0,32.0,52.0,5.0,43.0,39.0,6,0.004,0.037,0.088,0.046,0.08,0.015,0.12,0.05,0.005,0.019,0.009,0.038,0.068,0.037,0.052,0.046,0.078,0.024,0.047,0.002,0.063,0.014,0.022,0.002,0.018,0.017,
43,4,32.0,215.0,284.0,277.0,21.0,2.0,224.0,228.0,0.0,111.0,141.0,35.0,234.0,245.0,542.0,231.0,326.0,247.0,111.0,36.0,285.0,4.0,5.0,0.0,20.0,0.0,14,0.008,0.056,0.074,0.072,0.005,0.001,0.058,0.059,0.0,0.029,0.037,0.009,0.061,0.064,0.141,0.06,0.085,0.064,0.029,0.009,0.074,0.001,0.001,0.0,0.005,0.0,
43,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,2,748.0,464.0,247.0,420.0,559.0,738.0,269.0,390.0,744.0,592.0,577.0,637.0,399.0,451.0,89.0,465.0,275.0,456.0,526.0,755.0,380.0,728.0,695.0,782.0,723.0,695.0,23,0.054,0.034,0.018,0.03,0.04,0.053,0.019,0.028,0.054,0.043,0.042,0.046,0.029,0.033,0.006,0.034,0.02,0.033,0.038,0.055,0.028,0.053,0.05,0.057,0.052,0.05,
44,3,41.0,200.0,60.0,142.0,35.0,36.0,310.0,312.0,10.0,151.0,159.0,101.0,393.0,329.0,562.0,338.0,478.0,302.0,122.0,14.0,290.0,36.0,56.0,5.0,63.0,17.0,14,0.009,0.044,0.013,0.031,0.008,0.008,0.068,0.068,0.002,0.033,0.035,0.022,0.086,0.072,0.123,0.074,0.105,0.066,0.027,0.003,0.064,0.008,0.012,0.001,0.014,0.004,
44,4,0.0,102.0,429.0,243.0,174.0,1.0,194.0,32.0,1.0,4.0,3.0,23.0,0.0,3.0,102.0,0.0,30.0,0.0,100.0,27.0,143.0,0.0,1.0,0.0,0.0,22.0,2,0.0,0.062,0.263,0.149,0.106,0.001,0.119,0.02,0.001,0.002,0.002,0.014,0.0,0.002,0.062,0.0,0.018,0.0,0.061,0.017,0.088,0.0,0.001,0.0,0.0,0.013,
44,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,2,748.0,464.0,247.0,420.0,559.0,738.0,269.0,390.0,744.0,592.0,577.0,637.0,399.0,451.0,89.0,465.0,275.0,456.0,526.0,755.0,380.0,728.0,695.0,782.0,723.0,695.0,23,0.054,0.034,0.018,0.03,0.04,0.053,0.019,0.028,0.054,0.043,0.042,0.046,0.029,0.033,0.006,0.034,0.02,0.033,0.038,0.055,0.028,0.053,0.05,0.057,0.052,0.05,
45,3,17.0,94.0,79.0,135.0,33.0,0.0,278.0,12.0,0.0,0.0,14.0,123.0,160.0,243.0,59.0,1.0,369.0,29.0,82.0,10.0,102.0,7.0,19.0,0.0,27.0,15.0,16,0.009,0.049,0.041,0.071,0.017,0.0,0.146,0.006,0.0,0.0,0.007,0.064,0.084,0.127,0.031,0.001,0.193,0.015,0.043,0.005,0.053,0.004,0.01,0.0,0.014,0.008,
45,4,24.0,208.0,410.0,250.0,176.0,37.0,226.0,332.0,11.0,155.0,148.0,1.0,233.0,89.0,605.0,337.0,139.0,273.0,140.0,31.0,331.0,29.0,38.0,5.0,36.0,24.0,14,0.006,0.049,0.096,0.058,0.041,0.009,0.053,0.077,0.003,0.036,0.035,0.0,0.054,0.021,0.141,0.079,0.032,0.064,0.033,0.007,0.077,0.007,0.009,0.001,0.008,0.006,
45,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,2,748.0,464.0,247.0,420.0,559.0,738.0,269.0,390.0,744.0,592.0,577.0,637.0,399.0,451.0,89.0,465.0,275.0,456.0,526.0,755.0,380.0,728.0,695.0,782.0,723.0,695.0,23,0.054,0.034,0.018,0.03,0.04,0.053,0.019,0.028,0.054,0.043,0.042,0.046,0.029,0.033,0.006,0.034,0.02,0.033,0.038,0.055,0.028,0.053,0.05,0.057,0.052,0.05,
46,3,41.0,99.0,7.0,44.0,34.0,33.0,152.0,222.0,10.0,142.0,159.0,26.0,387.0,300.0,500.0,332.0,410.0,278.0,98.0,3.0,220.0,35.0,55.0,5.0,58.0,16.0,14,0.011,0.027,0.002,0.012,0.009,0.009,0.041,0.061,0.003,0.039,0.043,0.007,0.106,0.082,0.136,0.091,0.112,0.076,0.027,0.001,0.06,0.01,0.015,0.001,0.016,0.004,
46,4,0.0,203.0,482.0,341.0,175.0,4.0,352.0,122.0,1.0,13.0,3.0,98.0,6.0,32.0,164.0,6.0,98.0,24.0,124.0,38.0,213.0,1.0,2.0,0.0,5.0,23.0,2,0.0,0.08,0.191,0.135,0.069,0.002,0.139,0.048,0.0,0.005,0.001,0.039,0.002,0.013,0.065,0.002,0.039,0.009,0.049,0.015,0.084,0.0,0.001,0.0,0.002,0.009,
46,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,2,748.0,464.0,247.0,420.0,559.0,738.0,269.0,390.0,744.0,592.0,577.0,637.0,399.0,451.0,89.0,465.0,275.0,456.0,526.0,755.0,380.0,728.0,695.0,782.0,723.0,695.0,23,0.054,0.034,0.018,0.03,0.04,0.053,0.019,0.028,0.054,0.043,0.042,0.046,0.029,0.033,0.006,0.034,0.02,0.033,0.038,0.055,0.028,0.053,0.05,0.057,0.052,0.05,
47,3,26.0,147.0,422.0,192.0,208.0,37.0,410.0,147.0,11.0,66.0,77.0,109.0,186.0,96.0,328.0,189.0,353.0,139.0,195.0,38.0,186.0,36.0,57.0,5.0,63.0,39.0,2,0.007,0.039,0.112,0.051,0.055,0.01,0.109,0.039,0.003,0.018,0.02,0.029,0.049,0.026,0.087,0.05,0.094,0.037,0.052,0.01,0.049,0.01,0.015,0.001,0.017,0.01,
47,4,15.0,155.0,67.0,193.0,1.0,0.0,94.0,197.0,0.0,89.0,85.0,15.0,207.0,236.0,336.0,149.0,155.0,163.0,27.0,3.0,247.0,0.0,0.0,0.0,0.0,0.0,14,0.006,0.064,0.028,0.079,0.0,0.0,0.039,0.081,0.0,0.037,0.035,0.006,0.085,0.097,0.138,0.061,0.064,0.067,0.011,0.001,0.101,0.0,0.0,0.0,0.0,0.0,
47,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
